movieID,Title,Year,Director,Actors,Rating,Runtime (Mins),Censor Rating,Genre,Sub_Genre,Streaming
1157,Devil,2010,John Erick Dowdle,"Chris Messina, Caroline Dhavernas, Bokeem Woodbine, Logan Marshall-Green",6.3,80,UA,Horror," Mystery,  Thriller",Vudu
1158,Dhamaka,2021,Ram Madhvani,"Kartik Aaryan, Mohammed Mansoor, Mrunal Thakur, Amruta Subhash",7.1,103,13,Crime," Drama,  Thriller",None
1159,Dhoom:2,2006,Sanjay Gadhvi,"Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra",6.5,152,UA,Action," Crime,  Thriller","Netflix, Hulu"
1160,Dhoom:3,2013,Vijay Krishna Acharya,"Aamir Khan, Katrina Kaif, Abhishek Bachchan, Uday Chopra",5.3,172,UA,Action," Crime,  Drama",Youtube
1161,Dial M for Murder,1954,Alfred Hitchcock,"Ray Milland, Grace Kelly, Robert Cummings, John Williams",8.2,105,A,Crime, Thriller,None
1162,Diamonds Are Forever,1971,Guy Hamilton,"Sean Connery, Jill St. John, Charles Gray, Lana Wood",6.5,120,U,Action," Adventure,  Thriller","Netflix, Hulu"
1163,Diarios de motocicleta,2004,Walter Salles,"Gael GarcÃ­a Bernal, Rodrigo de la Serna, MÃ­a Maestro, Mercedes MorÃ¡n",7.8,126,U,Adventure," Biography,  Drama","Hulu, Amazon"
1164,Diary of a Wimpy Kid,2010,Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn",6.2,94,PG,Comedy," Drama,  Family","Netflix, Vudu"
1165,Diary of a Wimpy Kid: Dog Days,2012,David Bowers,"Zachary Gordon, Robert Capron, Devon Bostick, Steve Zahn",6.3,94,PG,Comedy, Family,"Netflix, Vudu"
1166,Diary of a Wimpy Kid: Rodrick Rules,2011,David Bowers,"Zachary Gordon, Devon Bostick, Robert Capron, Rachael Harris",6.5,100,PG,Comedy, Family,"Amazon, Netflix, Hulu, Vudu"
1167,Dick Tracy,1990,Warren Beatty,"Warren Beatty, Madonna, Al Pacino, Charlie Korsmo",6.2,105,U,Action," Comedy,  Crime","Netflix, Hulu"
1168,Did You Hear About the Morgans?,2009,Marc Lawrence,"Hugh Grant, Sarah Jessica Parker, Sam Elliott, Elisabeth Moss",4.9,103,PG-13,Comedy," Drama,  Romance",None
1169,Die Another Day,2002,Lee Tamahori,"Pierce Brosnan, Halle Berry, Rosamund Pike, Toby Stephens",6.1,133,A,Action," Adventure,  Thriller","Netflix, Hulu"
1170,Die FÃ¤lscher,2007,Stefan Ruzowitzky,"Karl Markovics, August Diehl, Devid Striesow, Martin Brambach",7.5,99,R,Crime," Drama,  History","Amazon, Netflix, Hulu, Vudu"
1171,Die fetten Jahre sind vorbei,2004,Hans Weingartner,"Daniel BrÃ¼hl, Julia Jentsch, Stipe Erceg, Burghart KlauÃŸner",7.5,127,R,Drama, Romance,"Hulu, Amazon"
1172,Die Hard,1988,John McTiernan,"Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson",8.2,132,A,Action, Thriller,Netflix
1173,Die Hard 2,1990,Renny Harlin,"Bruce Willis, William Atherton, Bonnie Bedelia, Reginald VelJohnson",7.1,124,A,Action, Thriller,"Netflix, Hulu"
1174,Die Hard: With a Vengeance,1995,John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene",7.6,128,A,Action," Adventure,  Thriller",Hulu
1175,Die Welle,2008,Dennis Gansel,"JÃ¼rgen Vogel, Frederick Lau, Max Riemelt, Jennifer Ulrich",7.6,107,Not Rated,Drama, Thriller,Hulu
1176,Dil Bechara,2020,Mukesh Chhabra,"Sushant Singh Rajput, Sanjana Sanghi, Sahil Vaid, Saswata Chatterjee",8.1,101,12+,Comedy," Drama,  Romance",Amazon
1177,Dil Chahta Hai,2001,Farhan Akhtar,"Aamir Khan, Saif Ali Khan, Akshaye Khanna, Preity Zinta",8.1,183,Unrated,Comedy," Drama,  Romance",Youtube
1178,Dil Se..,1998,Mani Ratnam,"Shah Rukh Khan, Manisha Koirala, Preity Zinta, Raghuvir Yadav",7.5,144,A,Drama, Romance,Youtube
1179,Dilwale,2015,Rohit Shetty,"Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon",5,158,UA,Action," Comedy,  Drama",Youtube
1180,Dilwale Dulhania Le Jayenge,1995,Aditya Chopra,"Shah Rukh Khan, Kajol, Amrish Puri, Farida Jalal",8,189,U,Drama, Romance,Youtube
1181,Dinner for Schmucks,2010,Jay Roach,"Steve Carell, Paul Rudd, Stephanie Szostak, Zach Galifianakis",5.9,114,PG-13,Comedy,Comedy,Netflix
1182,Dinosaur,2000,"Directors:Eric Leighton, Ralph Zondag","D.B. Sweeney, Julianna Margulies, Samuel E. Wright, Alfre Woodard",6.4,82,PG,Animation," Adventure,  Drama",Vudu
1183,Dip huet seung hung,1989,John Woo,"Chow Yun-Fat, Danny Lee, Sally Yeh, Kong Chu",7.8,111,R,Action," Crime,  Drama",Hulu
1184,Dirty Dancing,1987,Emile Ardolino,"Patrick Swayze, Jennifer Grey, Jerry Orbach, Cynthia Rhodes",7,100,U,Drama," Music,  Romance",None
1185,Dirty Dancing: Havana Nights,2004,Guy Ferland,"Diego Luna, Romola Garai, Sela Ward, John Slattery",5.9,86,PG-13,Drama," Music,  Romance",Vudu
1186,Dirty Grandpa,2016,Dan Mazer,"Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza",5.9,102,A,Comedy,Comedy,None
1187,Dirty Harry,1971,"Directors:Don Siegel, Clint Eastwood","Clint Eastwood, Andrew Robinson, Harry Guardino, Reni Santoni",7.7,102,A,Action," Crime,  Thriller",Hulu
1188,Dirty Pretty Things,2002,Stephen Frears,"Chiwetel Ejiofor, Audrey Tautou, Sophie Okonedo, Kriss Dosanjh",7.3,97,UA,Crime," Drama,  Thriller","Amazon, Netflix, Hulu, Vudu"
1189,Dirty Rotten Scoundrels,1988,Frank Oz,"Steve Martin, Michael Caine, Glenne Headly, Anton Rodgers",7.4,110,U,Comedy, Crime,Hulu
1190,Dirty Work,1998,Bob Saget,"Norm MacDonald, Jack Warden, Artie Lange, Traylor Howard",6.4,82,PG-13,Comedy,Comedy,Vudu
1191,Disaster Movie,2008,"Directors:Jason Friedberg, Aaron Seltzer","Carmen Electra, Vanessa Lachey, Nicole Parker, Matt Lanter",1.9,87,PG-13,Comedy, Sci-Fi,"Vudu, Netflix"
1192,Disclosure,1994,Barry Levinson,"Michael Douglas, Demi Moore, Donald Sutherland, Caroline Goodall",6.1,128,A,Drama, Thriller,"Hulu, Amazon"
1193,Disconnect,2012,Henry Alex Rubin,"Jason Bateman, Jonah Bobo, Haley Ramm, Hope Davis",7.5,115,16,Drama, Thriller,"Netflix, Hulu"
1194,Disobedience,2017,SebastiÃ¡n Lelio,"Rachel Weisz, Rachel McAdams, Alessandro Nivola, Anton Lesser",6.6,114,R,Drama, Romance,Netflix
1195,District 9,2009,Neill Blomkamp,"Sharlto Copley, David James, Jason Cope, Nathalie Boltt",7.9,112,A,Action," Sci-Fi,  Thriller",Hulu
1196,Disturbia,2007,D.J. Caruso,"Shia LaBeouf, David Morse, Carrie-Anne Moss, Sarah Roemer",6.8,105,A,Crime," Drama,  Mystery",None
1197,Divergent,2014,Neil Burger,"Shailene Woodley, Theo James, Kate Winslet, Jai Courtney",6.6,139,UA,Action," Adventure,  Mystery","Netflix, Hulu"
1198,Django,1966,Sergio Corbucci,"Franco Nero, JosÃ© Canalejas, JosÃ© BÃ³dalo, Loredana Nusciak",7.2,91,A,Action, Western,Hulu
1199,Django Unchained,2012,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",8.4,165,A,Drama, Western,Youtube
1200,Dnevnoy dozor,2006,Timur Bekmambetov,"Konstantin Khabenskiy, Mariya Poroshina, Vladimir Menshov, Galina Tyunina",6.4,132,R,Action," Fantasy,  Horror","Netflix, Hulu"
1201,Do lok tin si,1995,Kar-Wai Wong,"Leon Lai, Michelle Reis, Takeshi Kaneshiro, Charlie Yeung",7.6,99,UA,Comedy," Crime,  Drama","Amazon, Netflix, Hulu, Vudu"
1202,Do Revenge,2022,Jennifer Kaytin Robinson,"Camila Mendes, Maya Hawke, Austin Abrams, Rish Shah",6.3,118,A,Comedy,Comedy,Netflix
1203,Do the Right Thing,1989,Spike Lee,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson",7.9,120,U,Comedy, Drama,"Netflix, Amazon"
1204,DOA: Dead or Alive,2006,Corey Yuen,"Jaime Pressly, Devon Aoki, Sarah Carter, Holly Valance",4.8,87,UA,Action," Adventure,  Mystery","Vudu, Netflix"
1205,Doc Hollywood,1991,Michael Caton-Jones,"Michael J. Fox, Julie Warner, Barnard Hughes, Woody Harrelson",6.3,104,Not Rated,Comedy," Drama,  Romance",None
1206,Doctor Dolittle,1998,Betty Thomas,"Eddie Murphy, Peter Boyle, Ossie Davis, Oliver Platt",5.4,85,PG-13,Comedy," Family,  Fantasy",Vudu
1207,Doctor Sleep,2019,Mike Flanagan,"Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Cliff Curtis",7.3,152,A,Drama," Fantasy,  Horror",Youtube
1208,Doctor Strange,2016,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong",7.5,115,UA,Action," Adventure,  Fantasy",Hulu
1209,Doctor Strange in the Multiverse of Madness,2022,Sam Raimi,"Benedict Cumberbatch, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong",7,126,UA,Action," Adventure,  Fantasy","Netflix, Hulu"
1210,Doctor Zhivago,1965,David Lean,"Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger",7.9,197,A,Drama," Romance,  War",Youtube
1211,Dodgeball: A True Underdog Story,2004,Rawson Marshall Thurber,"Ben Stiller, Christine Taylor, Vince Vaughn, Rip Torn",6.7,92,UA,Comedy, Sport,"Netflix, Vudu"
1212,Dog,2022,"Directors:Reid Carolin, Channing Tatum","Channing Tatum, Ryder McLaughlin, Aavi Haas, Luke Forbes",6.5,101,UA,Comedy, Drama,None
1213,Dog Day Afternoon,1975,Sidney Lumet,"Al Pacino, John Cazale, Penelope Allen, Sully Boyar",8,125,U,Biography," Crime,  Drama","Hulu, Amazon"
1214,Dog Soldiers,2002,Neil Marshall,"Sean Pertwee, Kevin McKidd, Emma Cleasby, Liam Cunningham",6.8,105,A,Action," Horror,  Thriller","Netflix, Hulu"
1215,Dogma,1999,Kevin Smith,"Ben Affleck, Matt Damon, Linda Fiorentino, Bud Cort",7.3,130,R,Adventure," Comedy,  Drama","Hulu, Amazon"
1216,Dogman,2018,Matteo Garrone,"Marcello Fonte, Edoardo Pesce, Nunzia Schiano, Adamo Dionisi",7.2,103,Not Rated,Crime," Drama,  Thriller",None
1217,Dogville,2003,Lars von Trier,"Nicole Kidman, Paul Bettany, Lauren Bacall, Harriet Andersson",8,178,7,Crime, Drama,None
1218,Dolemite Is My Name,2019,Craig Brewer,"Eddie Murphy, Keegan-Michael Key, Mike Epps, Craig Robinson",7.2,118,R,Biography," Comedy,  Drama","Netflix, Amazon"
1219,Dolittle,2020,Stephen Gaghan,"Robert Downey Jr., Antonio Banderas, Michael Sheen, Jim Broadbent",5.6,101,U,Adventure," Comedy,  Family",None
1220,Dolor y gloria,2019,Pedro AlmodÃ³var,"Antonio Banderas, Asier Etxeandia, Leonardo Sbaraglia, Nora Navas",7.5,113,A,Drama,Drama,Netflix
1221,Dolores Claiborne,1995,Taylor Hackford,"Kathy Bates, Jennifer Jason Leigh, Christopher Plummer, Judy Parfitt",7.4,132,R,Crime," Drama,  Mystery","Hulu, Amazon"
1222,Dom Hemingway,2013,Richard Shepard,"Jude Law, Richard E. Grant, DemiÃ¡n Bichir, Emilia Clarke",6.1,93,R,Comedy," Crime,  Drama","Netflix, Vudu"
1223,Dom za vesanje,1988,Emir Kusturica,"Davor Dujmovic, Bora Todorovic, Ljubica Adzovic, Husnija Hasimovic",8.1,142,Not Rated,Comedy," Crime,  Drama",Youtube
1224,Domestic Disturbance,2001,Harold Becker,"John Travolta, Nick Loren, Matt O'Leary, Ruben Santiago-Hudson",5.6,89,Not Rated,Crime, Thriller,"Vudu, Netflix"
1225,Domino,2005,Tony Scott,"Keira Knightley, Mickey Rourke, Edgar RamÃ­rez, Rizz Abbasi",5.9,127,Not Rated,Action," Biography,  Crime","Hulu, Amazon"
1226,Don,2006,Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal, Isha Koppikar",7.1,178,UA,Action," Crime,  Thriller","Netflix, Hulu"
1227,Don 2,2011,Farhan Akhtar,"Shah Rukh Khan, Florian Lukas, Om Puri, Priyanka Chopra Jonas",7,148,UA,Action," Crime,  Thriller","Netflix, Hulu"
1228,Don Jon,2013,Joseph Gordon-Levitt,"Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza",6.5,90,13,Comedy," Drama,  Romance",None
1229,Don Juan DeMarco,1994,Jeremy Leven,"Johnny Depp, Marlon Brando, Faye Dunaway, GÃ©raldine Pailhas",6.7,97,PG-13,Comedy," Drama,  Romance","Amazon, Netflix, Hulu, Vudu"
1230,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Paris Barclay,"Shawn Wayans, Marlon Wayans, Keenen Ivory Wayans, Tracey Cherelle Jones",6.5,89,R,Comedy, Crime,"Vudu, Netflix"
1231,Don't Breathe,2016,Fede Alvarez,"Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto",7.1,88,A,Crime," Horror,  Thriller","Vudu, Netflix"
1232,Don't Breathe 2,2021,Rodo Sayagues,"Stephen Lang, Madelyn Grace, Brendan Sexton III, Adam Young",6,98,A,Action," Crime,  Horror","Netflix, Hulu"
1233,Don't Look Now,1973,Nicolas Roeg,"Julie Christie, Donald Sutherland, Hilary Mason, Clelia Matania",7.2,110,U,Drama," Horror,  Mystery",Hulu
1234,Don't Look Up,2021,Adam McKay,"Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett",7.2,138,18,Comedy," Drama,  Sci-Fi","Hulu, Amazon"
1235,Don't Say a Word,2001,Gary Fleder,"Michael Douglas, Sean Bean, Brittany Murphy, Skye McCole Bartusiak",6.3,113,U,Drama," Mystery,  Thriller",Netflix
1236,Don't Tell Mom the Babysitter's Dead,1991,Stephen Herek,"Christina Applegate, Joanna Cassidy, John Getz, Josh Charles",6.3,102,Not Rated,Comedy,Comedy,None
1237,Don't Worry Darling,2022,Olivia Wilde,"Florence Pugh, Harry Styles, Chris Pine, Olivia Wilde",6.2,123,A,Drama, Thriller,"Netflix, Amazon"
1238,"Don't Worry, He Won't Get Far on Foot",2018,Gus Van Sant,"Joaquin Phoenix, Jonah Hill, Rooney Mara, Jack Black",6.8,114,R,Biography," Comedy,  Drama",Netflix
1239,Donnie Brasco,1997,Mike Newell,"Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby",7.7,127,A,Biography," Crime,  Drama","Hulu, Amazon"
1240,Donnie Darko,2001,Richard Kelly,"Jake Gyllenhaal, Jena Malone, Mary McDonnell, Holmes Osborne",8,113,UA,Drama," Mystery,  Sci-Fi",Netflix
1241,Doomsday,2008,Neil Marshall,"Rhona Mitra, Bob Hoskins, Alexander Siddig, Caryn Peterson",5.9,113,A,Action," Sci-Fi,  Thriller",Netflix
1242,Dope,2015,Rick Famuyiwa,"Shameik Moore, Tony Revolori, Kiersey Clemons, Kimberly Elise",7.2,103,R,Adventure," Comedy,  Crime",None
1243,Dora and the Lost City of Gold,2019,James Bobin,"Isabela Merced, Eugenio Derbez, Michael PeÃ±a, Eva Longoria",6.1,102,U,Action," Adventure,  Comedy","Netflix, Hulu"
1244,Doragon bÃ´ru chÃ´: BurorÃ®,2018,Tatsuya Nagamine,"Masako Nozawa, Aya Hisakawa, RyÃ´ Horikawa, Toshio Furukawa",7.8,100,UA,Animation," Action,  Adventure",Hulu
1245,Doraibu mai kÃ¢,2021,RyÃ»suke Hamaguchi,"Hidetoshi Nishijima, TÃ´ko Miura, Reika Kirishima, Masaki Okada",7.6,179,Not Rated,Drama,Drama,Youtube
1246,Dorian Gray,2009,Oliver Parker,"Ben Barnes, Colin Firth, Rebecca Hall, John Hollingworth",6.2,112,R,Drama," Fantasy,  Mystery",Netflix
1247,Double Impact,1991,Sheldon Lettich,"Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson",5.6,110,R,Action, Crime,Hulu
1248,Double Indemnity,1944,Billy Wilder,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Byron Barr",8.3,107,Not Rated,Crime," Drama,  Film-Noir",Hulu
1249,Double Jeopardy,1999,Bruce Beresford,"Ashley Judd, Tommy Lee Jones, Bruce Greenwood, Benjamin Weir",6.5,105,A,Crime," Drama,  Mystery",None
1250,Double Team,1997,Hark Tsui,"Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke, Paul Freeman",4.8,93,UA,Action," Comedy,  Sci-Fi","Netflix, Vudu"
1251,Doubt,2008,John Patrick Shanley,"Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis",7.5,104,PG-13,Drama, Mystery,None
1252,Down by Law,1986,Jim Jarmusch,"Tom Waits, John Lurie, Roberto Benigni, Nicoletta Braschi",7.7,107,Not Rated,Comedy," Crime,  Drama",Hulu
1253,Down with Love,2003,Peyton Reed,"Ewan McGregor, RenÃ©e Zellweger, David Hyde Pierce, Sarah Paulson",6.3,101,PG-13,Comedy, Romance,None
1254,Downsizing,2017,Alexander Payne,"Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig",5.8,135,A,Drama," Fantasy,  Sci-Fi","Hulu, Amazon"
1255,Downton Abbey,2019,Michael Engler,"Stephen Campbell Moore, Michael Fox, Lesley Nicol, Sophie McShera",7.4,122,UA,Drama, Romance,"Netflix, Amazon"
1256,Dr. Dolittle 2,2001,Steve Carr,"Eddie Murphy, Cedric the Entertainer, Kristen Wilson, Raven-SymonÃ©",4.7,87,U,Comedy," Family,  Fantasy","Vudu, Netflix"
1257,Dr. No,1962,Terence Young,"Sean Connery, Ursula Andress, Bernard Lee, Joseph Wiseman",7.2,110,A,Action," Adventure,  Thriller",Hulu
1258,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Stanley Kubrick,"Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn",8.4,95,A,Comedy, War,"Netflix, Vudu"
1259,Dracula,1931,"Directors:Tod Browning, Karl Freund","Bela Lugosi, Helen Chandler, David Manners, Dwight Frye",7.4,75,Not Rated,Drama," Fantasy,  Horror","Hulu, Netflix"
1260,Dracula,1992,Francis Ford Coppola,"Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves",7.4,128,UA,Drama," Fantasy,  Horror","Hulu, Amazon"
1261,Dracula,1958,Terence Fisher,"Peter Cushing, Christopher Lee, Michael Gough, Melissa Stribling",7.2,82,A,Drama, Horror,Vudu
1262,Dracula Untold,2014,Gary Shore,"Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson",6.2,92,UA,Action," Drama,  Fantasy","Netflix, Hulu"
1263,Dracula: Dead and Loving It,1995,Mel Brooks,"Leslie Nielsen, Mel Brooks, Peter MacNicol, Steven Weber",5.8,88,PG-13,Comedy," Fantasy,  Horror","Vudu, Netflix"
1264,Draft Day,2014,Ivan Reitman,"Kevin Costner, Chadwick Boseman, Jennifer Garner, Frank Langella",6.8,110,PG-13,Drama, Sport,Hulu
1265,Dragged Across Concrete,2018,S. Craig Zahler,"Mel Gibson, Vince Vaughn, Tory Kittles, Michael Jai White",6.9,158,A,Action, Thriller,"Netflix, Hulu"
1266,Dragnet,1987,Tom Mankiewicz,"Dan Aykroyd, Tom Hanks, Christopher Plummer, Harry Morgan",6,106,U,Comedy, Crime,Hulu
1267,Dragon Ball Z: Doragon bÃ´ru Z - Kami to Kami,2013,Masahiro Hosoda,"Masako Nozawa, Hiromi Tsuru, RyÃ´ Horikawa, Masaharu SatÃ´",7.1,85,U,Animation," Action,  Adventure",Hulu
1268,Dragon: The Bruce Lee Story,1993,Rob Cohen,"Jason Scott Lee, Lauren Holly, Robert Wagner, Michael Learned",7,120,A,Action," Biography,  Drama","Netflix, Hulu"
1269,Dragonfly,2002,Tom Shadyac,"Kevin Costner, Susanna Thompson, Joe Morton, Ron Rifkin",6.1,104,UA,Drama," Fantasy,  Mystery",None
1270,DragonHeart,1996,Rob Cohen,"Dennis Quaid, Sean Connery, Dina Meyer, Pete Postlethwaite",6.4,103,UA,Action," Adventure,  Fantasy","Netflix, Hulu"
1271,Dream House,2011,Jim Sheridan,"Daniel Craig, Rachel Weisz, Naomi Watts, Elias Koteas",6,92,PG-13,Drama," Mystery,  Thriller","Netflix, Vudu"
1272,Dreamcatcher,2003,Lawrence Kasdan,"Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis",5.5,136,A,Drama," Horror,  Sci-Fi","Hulu, Amazon"
1273,Dreamgirls,2006,Bill Condon,"BeyoncÃ©, Jamie Foxx, Eddie Murphy, Danny Glover",6.6,130,PG-13,Drama," Music,  Musical","Hulu, Amazon"
1274,Dredd,2012,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood",7.1,95,A,Action," Crime,  Sci-Fi",Hulu
1275,Dressed to Kill,1980,Brian De Palma,"Michael Caine, Angie Dickinson, Nancy Allen, Keith Gordon",7.1,104,A,Crime," Drama,  Mystery",None
1276,Drillbit Taylor,2008,Steven Brill,"Owen Wilson, Josh Peck, Alex Frost, Nate Hartley",5.7,110,PG-13,Action," Comedy,  Crime",Hulu
1277,Drinking Buddies,2013,Joe Swanberg,"Olivia Wilde, Jake Johnson, Anna Kendrick, Ron Livingston",6.1,90,R,Comedy," Drama,  Romance",Amazon
1278,Drishyam,2013,Jeethu Joseph,"Mohanlal, Meena, Asha Sharath, Ansiba",8.3,160,U,Crime," Drama,  Thriller",Youtube
1279,Drishyam,2015,Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor",8.2,163,UA,Crime," Drama,  Mystery",Youtube
1280,Drishyam 2,2021,Jeethu Joseph,"Mohanlal, Meena, Ansiba, Esther Anil",8.4,152,13,Crime," Drama,  Thriller",None
1281,Drive,2011,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",7.8,100,A,Action, Drama,Hulu
1282,Drive Angry,2011,Patrick Lussier,"Nicolas Cage, Amber Heard, William Fichtner, Billy Burke",5.4,104,A,Action," Fantasy,  Thriller",None
1283,Driven,2001,Renny Harlin,"Sylvester Stallone, Kip Pardue, Til Schweiger, Burt Reynolds",4.6,116,U,Action," Drama,  Sport",Netflix
1284,Driving Miss Daisy,1989,Bruce Beresford,"Morgan Freeman, Jessica Tandy, Dan Aykroyd, Patti LuPone",7.3,99,U,Comedy," Drama,  Romance","Amazon, Netflix, Hulu, Vudu"
1285,Drop Dead Fred,1991,Ate de Jong,"Phoebe Cates, Rik Mayall, Marsha Mason, Tim Matheson",5.9,103,U,Comedy," Drama,  Fantasy",None
1286,Drop Dead Gorgeous,1999,Michael Patrick Jann,"Kirsten Dunst, Denise Richards, Ellen Barkin, Allison Janney",6.6,97,PG-13,Comedy," Romance,  Thriller","Amazon, Netflix, Hulu, Vudu"
1287,Drugstore Cowboy,1989,Gus Van Sant,"Matt Dillon, Kelly Lynch, James Le Gros, Heather Graham",7.3,101,15+,Crime, Drama,"Amazon, Netflix"
1288,Druk,2020,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Magnus Millang, Lars Ranthe",7.7,117,16,Comedy, Drama,"Netflix, Hulu"
1289,Drumline,2002,Charles Stone III,"Nick Cannon, Zoe Saldana, Orlando Jones, Leonard Roberts",5.9,118,PG-13,Comedy," Drama,  Romance",Netflix
1290,Du rififi chez les hommes,1955,Jules Dassin,"Jean Servais, Carl MÃ¶hner, Robert Manuel, Janine Darcey",8.1,118,Not Rated,Crime," Drama,  Thriller",Netflix
1291,Duck Soup,1933,Leo McCarey,"Groucho Marx, Harpo Marx, Chico Marx, Zeppo Marx",7.8,69,Not Rated,Comedy, Musical,"Hulu, Netflix"
1292,DuckTales the Movie: Treasure of the Lost Lamp,1990,Bob Hathcock,"Alan Young, Christopher Lloyd, Terence McGovern, Russi Taylor",6.8,74,Not Rated,Animation," Adventure,  Comedy","Hulu, Netflix"
1293,"Dude, Where's My Car?",2000,Danny Leiner,"Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff",5.5,83,A,Comedy," Mystery,  Sci-Fi",Vudu
1294,Due Date,2010,Todd Phillips,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx",6.5,95,UA,Comedy, Drama,"Amazon, Netflix, Hulu, Vudu"
1295,Dumb and Dumber,1994,"Directors:Peter Farrelly, Bobby Farrelly","Jim Carrey, Jeff Daniels, Lauren Holly, Mike Starr",7.3,107,UA,Comedy,Comedy,Hulu
1296,Dumb and Dumber To,2014,"Directors:Bobby Farrelly, Peter Farrelly","Jim Carrey, Jeff Daniels, Rob Riggle, Laurie Holden",5.6,109,UA,Comedy,Comedy,Hulu
1297,Dumb and Dumberer: When Harry Met Lloyd,2003,Troy Miller,"Derek Richardson, Eric Christian Olsen, Eugene Levy, Timothy Stack",3.4,85,UA,Comedy,Comedy,Vudu
1298,Dumbo,1941,"Directors:Samuel Armstrong, Norman Ferguson, Wilfred Jackson, Jack Kinney, Bill Roberts, Ben Sharpsteen, John Elliotte","Sterling Holloway, Edward Brophy, Herman Bing, Billy Bletcher",7.2,64,G,Animation," Adventure,  Drama","Hulu, Netflix"
1299,Dumplin',2018,Anne Fletcher,"Danielle Macdonald, Jennifer Aniston, Odeya Rush, Maddie Baillio",6.5,110,PG-13,Comedy, Drama,Hulu
1300,Dune,1984,David Lynch,"Kyle MacLachlan, Virginia Madsen, Francesca Annis, Leonardo Cimino",6.3,137,U,Action," Adventure,  Sci-Fi","Netflix, Hulu"
1301,Dune: Part One,2021,Denis Villeneuve,"TimothÃ©e Chalamet, Rebecca Ferguson, Zendaya, Oscar Isaac",8,155,UA,Action," Adventure,  Drama",Hulu
1302,Dunkirk,2017,Christopher Nolan,"Fionn Whitehead, Barry Keoghan, Mark Rylance, Tom Hardy",7.8,106,UA,Action," Drama,  History",Hulu
1303,Duplex,2003,Danny DeVito,"Ben Stiller, Drew Barrymore, Eileen Essell, Harvey Fierstein",5.9,89,A,Comedy,Comedy,"Vudu, Netflix"
1304,Duplicity,2009,Tony Gilroy,"Julia Roberts, Clive Owen, Tom Wilkinson, Paul Giamatti",6.1,125,PG-13,Comedy," Crime,  Romance","Hulu, Amazon"
1305,Durante la tormenta,2018,Oriol Paulo,"Adriana Ugarte, Chino DarÃ­n, Javier GutiÃ©rrez, Ãlvaro Morte",7.4,128,18,Drama," Fantasy,  Mystery","Amazon, Netflix, Hulu"
1306,Eagle Eye,2008,D.J. Caruso,"Shia LaBeouf, Michelle Monaghan, Rosario Dawson, Michael Chiklis",6.6,118,A,Action," Mystery,  Thriller","Netflix, Hulu"
1307,East of Eden,1955,Elia Kazan,"James Dean, Raymond Massey, Julie Harris, Burl Ives",7.8,118,U,Drama,Drama,"Netflix, Amazon"
1308,Eastern Promises,2007,David Cronenberg,"Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin",7.6,100,R,Crime," Drama,  Thriller","Amazon, Netflix, Hulu, Vudu"
1309,Easy A,2010,Will Gluck,"Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd",7,92,A,Comedy," Drama,  Romance","Netflix, Vudu"
